,price,mileage,transmission,model,year,fuelType,tax,mpg,engineSize,cluster
1422,7999,23069,1,1,2016,1,125,54.3,1.2,0
1423,7499,20163,1,1,2013,1,0,65.7,1.0,0
1424,13999,43150,1,2,2016,0,20,67.3,2.0,2
1425,8599,5454,1,1,2016,1,0,65.7,1.0,0
1426,9899,20521,1,1,2018,1,145,65.7,1.0,0
1427,11399,20928,0,2,2017,1,125,51.4,1.0,0
1428,11499,42043,1,2,2015,1,200,41.5,2.0,2
1429,18262,14800,1,2,2017,1,200,41.5,2.0,0
1430,17495,4798,1,0,2019,0,150,58.9,1.5,0
1431,5499,53126,1,2,2012,1,145,47.9,1.6,3
1432,6399,40942,1,2,2013,1,20,58.9,1.0,2
1433,7795,55202,1,2,2014,0,125,56.5,2.0,3
1434,5599,75943,1,1,2014,1,30,54.3,1.2,1
1435,9799,28927,1,1,2016,0,0,78.5,1.5,2
1436,7799,40909,1,1,2015,1,0,65.7,1.0,2
1437,9995,37774,1,2,2016,0,0,74.3,1.5,2
1438,12195,6300,1,2,2018,1,145,57.7,1.0,0
1439,6995,28860,0,2,2013,1,160,44.1,1.6,2
1440,1995,141000,1,2,2008,1,200,42.2,1.6,1
1441,3295,86000,1,2,2011,1,200,42.2,1.6,1
1442,8995,19128,1,1,2017,1,0,65.7,1.0,0
1443,1595,115000,1,1,2007,1,160,45.6,1.4,1
1444,9399,28257,1,1,2018,1,145,65.7,1.0,2
1445,12619,20879,1,2,2017,1,145,57.7,1.0,0
1446,12339,17333,1,2,2017,1,145,57.7,1.0,0
1447,14249,7178,1,1,2018,1,145,58.9,1.0,0
1448,8999,17299,1,1,2016,1,20,62.8,1.0,0
1449,12949,7755,1,2,2017,1,145,57.7,1.0,0
1450,13399,10040,1,2,2018,1,145,57.7,1.0,0
1451,8599,30373,0,1,2016,1,0,57.7,1.0,2
1452,1295,119000,1,1,2005,1,165,45.6,1.2,1
1453,6999,33754,1,1,2014,1,30,54.3,1.2,2
1454,7999,17379,1,1,2014,1,0,65.7,1.0,0
1455,4999,57149,1,1,2011,1,125,50.4,1.2,3
1456,4999,99614,1,2,2011,1,145,47.9,1.6,1
1457,7999,29839,1,2,2014,1,30,56.5,1.0,2
1458,11995,10000,1,1,2017,1,145,65.7,1.0,0
1459,11195,18000,1,1,2018,1,145,65.7,1.0,0
1460,11495,20000,1,2,2017,1,20,58.9,1.0,0
1461,10299,36463,1,1,2018,1,145,56.5,1.0,2
1462,10999,24453,1,1,2018,1,145,56.5,1.0,0
1463,13149,2949,1,0,2019,1,145,53.3,1.0,0
1464,5699,52484,1,1,2013,1,30,54.3,1.2,3
1465,6999,61730,1,1,2015,1,0,65.7,1.0,3
1466,6500,36200,1,2,2014,0,20,67.3,1.6,2
1467,6995,48734,1,2,2012,0,125,56.5,2.0,2
1468,19495,8866,1,2,2017,1,145,41.5,2.0,0
1469,25795,1175,1,2,2019,1,145,34.5,2.3,0
1470,7199,45596,1,2,2015,1,20,61.4,1.0,2
1471,10399,20533,1,1,2017,1,20,62.8,1.0,0
1472,694,82020,1,1,2008,1,145,47.1,1.2,1
1473,9295,28000,1,2,2016,1,20,61.4,1.0,2
1474,7495,41000,0,2,2014,1,160,44.8,1.6,2
1475,5994,119902,1,1,2017,0,265,78.5,1.5,1
1476,9975,37166,1,2,2017,1,145,60.1,1.0,2
1477,10475,16000,0,1,2016,1,145,47.9,1.6,0
1478,4250,70000,1,1,2011,1,125,50.4,1.2,3
1479,5995,67000,1,2,2007,1,330,26.3,2.5,3
1480,10295,19000,1,2,2017,1,20,61.4,1.0,0
1481,10995,11000,1,2,2016,1,20,60.1,1.0,0
1482,11499,10703,0,2,2016,1,160,44.8,1.6,0
1483,7995,45000,1,1,2014,1,20,62.8,1.0,2
1484,8995,20000,1,1,2015,1,0,65.7,1.0,0
1485,5150,67120,1,1,2011,1,150,48.7,1.6,3
1486,6250,39949,1,1,2016,1,125,54.3,1.2,2
1487,6850,32965,1,1,2014,1,30,54.3,1.2,2
1488,2995,93400,1,2,2009,1,200,42.2,1.6,1
1489,8450,20712,1,1,2015,1,0,65.7,1.0,0
1490,1995,40000,1,2,2005,1,205,44.1,1.6,2
1491,7295,53000,1,2,2014,1,20,60.1,1.0,3
1492,7449,44074,1,1,2015,0,0,76.4,1.5,2
1493,6999,48138,1,1,2016,1,0,65.7,1.0,2
1494,10399,37737,1,1,2018,0,145,58.9,1.5,2
1495,8799,10604,1,1,2017,1,0,65.7,1.0,0
1496,8959,8758,1,1,2017,1,125,54.3,1.2,0
1497,12299,13264,1,2,2018,1,145,57.7,1.0,0
1498,10499,25049,1,1,2016,1,20,62.8,1.0,2
1499,11499,18419,1,1,2017,1,145,62.8,1.0,0
1500,5999,75639,1,1,2013,1,0,65.7,1.0,1
1501,13699,9533,1,2,2018,1,145,57.7,1.0,0
1502,11999,13678,1,2,2018,1,145,57.7,1.0,0
1503,10299,17507,1,2,2016,0,0,74.3,1.5,0
1504,10489,31713,1,1,2016,1,145,47.9,1.6,2
1505,8549,38903,1,1,2016,1,20,62.8,1.0,2
1506,11999,37737,1,2,2015,0,20,67.3,2.0,2
1507,5599,38321,1,1,2013,1,0,65.7,1.0,2
1508,5799,63785,1,2,2014,1,30,56.5,1.0,3
1509,7399,49997,1,1,2015,1,0,65.7,1.0,2
1510,11999,17431,1,2,2018,1,145,57.7,1.0,0
1511,10999,27962,1,2,2018,1,145,57.7,1.0,2
1512,11199,25084,1,2,2018,1,145,57.7,1.0,2
1513,13499,41699,1,2,2015,0,20,67.3,2.0,2
1514,10061,25544,1,2,2016,0,0,74.3,1.5,2
1515,13299,16963,1,2,2018,0,145,74.3,1.5,0
1516,7499,45363,1,2,2015,0,0,74.3,1.5,2
1517,10999,31611,1,2,2018,1,145,60.1,1.0,2
1518,9199,25250,1,1,2016,1,20,62.8,1.0,2
1519,9749,16283,1,1,2016,1,0,65.7,1.0,0
1520,6899,27540,1,1,2014,1,30,54.3,1.2,2
1521,13999,38532,1,2,2016,0,20,67.3,2.0,2
1522,9699,36643,1,1,2017,1,20,62.8,1.0,2
1523,17499,25065,1,2,2018,0,145,67.3,2.0,0
1524,8549,16754,1,1,2015,1,0,65.7,1.0,0
1525,9369,14782,1,1,2015,1,20,62.8,1.0,0
1526,8449,31233,1,1,2017,0,0,78.5,1.5,2
1527,11999,22214,1,2,2017,0,145,74.3,1.5,0
1528,7999,21390,1,1,2016,1,125,54.3,1.2,0
1529,10499,17606,1,2,2016,0,0,74.3,1.5,0
1530,9389,24607,1,0,2016,1,125,52.3,1.0,2
1531,8299,40344,1,2,2016,0,0,74.3,1.5,2
1532,18699,11736,1,2,2018,1,145,41.5,2.0,0
1533,2495,78000,1,2,2007,0,125,58.9,1.6,1
1534,2995,88000,1,2,2010,1,205,42.2,1.6,1
1535,7500,32000,2,1,2015,1,0,57.7,1.0,2
1536,14699,11229,1,2,2019,1,145,60.1,1.0,0
1537,8999,8381,1,1,2016,0,0,78.5,1.5,0
1538,5495,76648,1,1,2011,1,145,47.9,1.6,1
1539,5995,44080,1,1,2013,1,0,65.7,1.0,2
1540,6995,65177,1,1,2012,1,145,47.9,1.6,3
1541,7450,69344,1,2,2015,1,20,61.4,1.0,3
1542,6650,31626,1,2,2012,1,145,47.9,1.6,2
1543,7299,31877,1,1,2016,1,125,54.3,1.2,2
1544,10199,39271,1,1,2018,0,145,58.9,1.5,2
1545,9999,17907,1,2,2016,0,0,74.3,1.5,0
1546,11999,12961,1,2,2017,1,145,57.7,1.0,0
1547,10699,21147,0,2,2015,1,145,46.3,1.5,0
1548,2799,50403,0,2,2007,1,260,37.1,1.6,2
1549,2799,70103,1,1,2009,1,145,47.1,1.2,3
1550,3299,67416,1,2,2009,1,200,42.2,1.6,3
1551,5799,29475,0,1,2011,1,200,42.8,1.4,2
1552,3999,56064,1,2,2003,1,325,31.0,2.0,3
1553,5499,54901,1,2,2011,1,145,47.9,1.6,3
1554,4999,41798,1,1,2012,1,150,48.7,1.4,2
1555,4299,39911,0,2,2009,1,265,37.7,1.6,2
1556,8375,17679,1,1,2016,1,125,54.3,1.2,0
1557,6995,41274,1,1,2014,1,0,65.7,1.0,2
1558,11995,20000,0,1,2018,1,145,48.7,1.0,0
1559,6295,30000,1,2,2011,1,145,47.9,1.6,2
1560,4490,56000,1,1,2008,1,145,49.6,1.4,3
1561,4350,63000,1,1,2012,0,125,50.4,2.0,3
1562,7000,46849,1,2,2012,0,20,67.3,1.6,2
1563,9300,20907,1,2,2015,1,20,60.1,1.0,0
1564,6995,42000,1,1,2016,1,125,54.3,1.2,2
1565,7495,55000,1,0,2014,1,160,44.8,1.5,3
1566,4799,41557,1,2,2010,1,200,42.8,1.6,2
1567,4299,54733,1,1,2008,1,145,47.9,1.6,3
1568,6995,68000,1,2,2007,1,325,26.3,2.5,3
1569,7950,47000,1,2,2016,1,20,60.1,1.0,2
1570,8250,37885,1,1,2016,1,20,62.8,1.0,2
1571,3000,91000,1,2,2008,1,160,51.4,1.0,1
1572,14650,8200,1,0,2018,1,145,51.4,1.0,0
1573,12000,20000,0,2,2017,1,125,51.4,1.0,0
1574,6495,41000,1,1,2013,1,0,65.7,1.0,2
1575,6195,52000,1,1,2014,1,0,65.7,1.0,3
1576,6695,43000,1,2,2013,1,150,47.9,1.6,2
1577,6000,38000,1,1,2014,1,30,54.3,1.2,2
1578,7295,37000,1,1,2014,1,0,65.7,1.0,2
1579,8295,45000,1,1,2016,1,20,62.8,1.0,2
1580,5195,66000,1,1,2011,1,150,47.9,1.6,3
1581,11500,19854,1,0,2018,1,150,54.3,1.0,0
1582,4995,50000,1,1,2009,1,145,47.9,1.6,2
1583,4295,83000,1,1,2010,1,145,48.7,1.4,1
1584,5495,73000,1,2,2012,0,20,67.3,1.6,3
1585,3995,90000,1,1,2010,1,145,49.6,1.4,1
1586,3495,73000,1,2,2008,1,200,42.2,1.6,3
1587,3995,93000,1,2,2009,1,200,42.8,1.6,1
1588,3495,100000,1,2,2010,0,30,62.8,1.6,1
1589,7500,65140,1,1,2016,1,0,65.7,1.0,3
1590,7695,43680,1,1,2016,0,0,88.3,1.5,2
1591,5995,43008,1,1,2012,0,20,68.9,1.4,2
1592,4995,54700,1,1,2012,0,20,68.9,1.4,3
1593,12295,22327,1,2,2017,1,145,51.4,1.5,0
1594,12259,18006,1,2,2017,0,145,74.3,1.5,0
1595,9899,33228,1,2,2016,1,20,60.1,1.0,2
1596,8299,44973,1,2,2016,0,0,83.1,1.5,2
1597,13439,5889,1,2,2018,1,145,57.7,1.0,0
1598,8279,34600,1,1,2014,1,0,65.7,1.0,2
1599,7199,20129,1,1,2014,1,30,54.3,1.2,0
1600,3995,83000,1,1,2012,0,0,85.6,1.6,1
1601,6199,44235,1,2,2013,1,20,58.9,1.0,2
1602,7759,18380,1,1,2015,1,125,54.3,1.2,0
1603,11799,20417,1,2,2018,1,145,60.1,1.0,0
1604,5599,86046,1,1,2016,0,0,78.5,1.5,1
1605,7899,61491,1,2,2015,1,20,60.1,1.0,3
1606,5879,51000,1,1,2013,1,30,54.3,1.2,2
1607,6495,79000,0,2,2012,1,155,44.1,1.6,1
1608,3999,83009,1,1,2012,0,20,68.9,1.4,1
1609,675,121000,1,2,2005,1,235,39.8,2.0,1
1610,950,74000,1,1,2004,1,160,45.6,1.2,3
1611,6990,52080,1,1,2015,1,0,65.7,1.0,3
1612,8679,15749,0,1,2014,1,0,57.7,1.0,0
1613,7769,20525,1,1,2016,1,0,65.7,1.0,0
1614,9299,30738,1,1,2016,1,0,65.7,1.0,2
1615,7999,45395,1,2,2015,0,0,74.3,1.5,2
1616,6699,29750,1,2,2013,0,0,76.4,1.6,2
1617,7799,24002,1,1,2015,1,30,54.3,1.2,2
1618,8799,37458,1,2,2016,0,0,74.3,1.5,2
1619,18500,100,1,2,2020,1,145,60.1,1.0,0
1620,2995,63000,1,2,2007,1,240,39.8,1.8,3
1621,10250,29705,1,2,2016,1,20,60.1,1.0,2
1622,7500,13220,1,1,2014,1,0,65.7,1.0,0
1623,12000,18323,0,1,2016,1,0,57.7,1.0,0
1624,16000,100,1,1,2020,1,145,58.9,1.0,0
1625,17500,500,1,0,2020,1,145,53.3,1.0,0
1626,8500,22119,1,1,2016,1,0,65.7,1.0,0
1627,10250,22600,1,1,2018,1,145,65.7,1.0,0
1628,10250,23022,1,1,2018,1,145,65.7,1.0,0
1629,8250,30952,1,1,2016,1,0,65.7,1.0,2
1630,4995,45000,1,1,2011,1,115,50.4,1.2,2
1631,11000,13903,1,1,2017,0,0,78.5,1.5,0
1632,1695,139600,1,2,2009,1,145,48.7,1.6,1
1633,11000,29812,1,1,2016,1,0,65.7,1.0,2
1634,5995,91000,1,2,2015,0,20,67.3,1.6,1
1635,7495,78000,1,2,2017,0,0,74.3,1.5,1
1636,9595,40000,1,2,2016,0,0,74.3,1.5,2
1637,3495,75000,1,2,2009,1,200,42.2,1.6,1
1638,11250,41495,1,2,2017,0,145,74.3,1.5,2
1639,17650,768,1,2,2019,1,145,60.1,1.0,0
1640,18000,9500,1,2,2019,1,145,46.3,1.5,0
1641,6495,36000,1,1,2012,1,145,48.7,1.4,2
1642,10600,14861,1,1,2018,0,145,88.3,1.5,0
1643,11000,34922,1,1,2014,1,145,47.9,1.6,2
1644,2695,78500,1,1,2008,1,145,47.1,1.2,1
1645,3995,63400,1,1,2009,1,145,49.6,1.4,3
1646,6395,42000,1,1,2015,1,30,54.3,1.2,2
1647,2395,63100,1,1,2006,1,160,47.1,1.2,3
1648,1695,89630,1,2,2003,1,200,40.9,1.6,1
1649,4295,86440,1,1,2011,1,145,48.7,1.4,1
1650,2795,63000,1,1,2007,1,145,47.1,1.2,3
1651,2295,88936,1,1,2004,1,200,44.1,1.4,1
1652,5795,79094,1,2,2012,1,145,47.9,1.6,1
1653,2295,87530,1,2,2005,1,235,39.8,2.0,1
1654,3795,89520,1,2,2010,1,200,42.2,1.6,1
1655,2695,77570,1,1,2008,1,145,47.1,1.2,1
1656,2895,91000,1,2,2008,1,195,42.1,1.6,1
1657,2395,73370,1,1,2006,1,160,47.1,1.2,3
1658,4295,86451,1,1,2011,1,145,48.7,1.4,1
1659,2695,61000,1,2,2007,1,200,40.4,1.6,3
1660,18949,6,0,1,2019,1,150,48.7,1.0,0
1661,9450,22000,1,1,2017,1,150,65.7,1.0,0
1662,13651,8598,0,2,2016,1,150,46.3,1.5,0
1663,9552,32963,1,2,2016,0,0,74.3,1.5,2
1664,10811,23881,1,2,2017,1,20,60.1,1.0,0
1665,5750,35000,1,2,2011,1,140,47.1,1.6,2
1666,10837,10113,0,0,2017,1,160,44.8,1.5,0
1667,19337,675,0,2,2019,1,145,42.8,1.0,0
1668,12282,6654,1,1,2018,1,145,58.9,1.0,0
1669,9950,36590,1,2,2017,1,20,61.4,1.0,2
1670,8950,19910,1,1,2017,1,125,54.3,1.2,0
1671,8137,28903,1,1,2017,1,150,65.7,1.0,2
1672,7695,36440,1,1,2017,0,0,78.5,1.5,2
1673,5500,75170,1,2,2014,1,30,56.5,1.0,1
1674,18495,1350,1,0,2019,1,145,51.4,1.0,0
1675,12099,1598,1,1,2019,1,145,58.9,1.0,0
1676,12096,17,1,1,2019,1,145,58.9,1.0,0
1677,12096,791,1,1,2019,1,145,58.9,1.0,0
1678,10103,14415,1,1,2017,1,145,65.7,1.0,0
1679,18495,25,0,0,2019,1,145,45.6,1.0,0
1680,18495,8,0,0,2019,1,145,45.6,1.0,0
1681,17994,2657,1,0,2019,1,145,51.4,1.0,0
1682,20993,1813,1,2,2019,1,145,49.6,1.0,0
1683,8990,19000,1,2,2017,1,20,61.4,1.0,0
1684,14175,13,1,1,2019,1,145,56.5,1.0,0
1685,10892,16301,1,1,2017,1,145,62.8,1.0,0
1686,6995,80208,0,2,2015,1,160,44.8,1.6,1
1687,9675,33173,1,2,2017,1,20,61.4,1.0,2
1688,9275,13085,1,1,2017,0,0,78.5,1.5,0
1689,7495,51000,1,2,2013,0,20,67.3,1.6,3
1690,6995,36000,1,2,2012,1,145,47.9,1.6,2
1691,5995,45000,1,1,2012,1,125,50.4,1.2,2
1692,10290,7824,1,1,2017,1,145,65.7,1.0,0
1693,7290,54277,1,1,2016,1,0,65.7,1.0,3
1694,7490,39404,2,1,2014,1,150,47.9,1.6,2
1695,6795,65290,1,1,2017,0,0,88.3,1.5,3
1696,12990,20000,1,2,2018,1,145,58.9,1.0,0
1697,6698,38192,1,1,2014,1,0,65.7,1.0,2
1698,7298,32688,1,1,2016,0,0,76.4,1.5,2
1699,7698,19799,1,1,2016,1,125,54.3,1.2,0
1700,5998,54000,1,1,2015,0,0,76.4,1.5,3
1701,3895,90000,1,2,2009,0,145,54.2,1.8,1
1702,2895,50000,1,1,2007,1,160,45.6,1.4,2
1703,2695,104000,1,2,2009,0,205,47.9,2.0,1
1704,5498,23000,1,1,2013,1,30,54.3,1.2,0
1705,11250,37289,0,1,2018,1,145,54.3,1.0,2
1706,3695,45962,1,1,2009,1,145,49.6,1.2,2
1707,12495,37000,1,2,2013,1,230,39.2,2.0,2
1708,7780,29328,1,1,2017,1,150,65.7,1.0,2
1709,18000,5000,0,2,2019,1,150,39.8,1.5,0
1710,5295,64572,1,2,2010,1,265,37.7,1.0,3
1711,8790,17400,1,1,2016,1,0,65.7,1.0,0
1712,9290,35000,1,0,2017,0,30,64.2,1.5,2
1713,5290,53000,0,1,2009,1,200,43.4,1.4,3
1714,2250,100000,1,1,2009,0,20,67.3,1.6,1
1715,13421,10000,1,1,2019,1,145,58.9,1.0,0
1716,2350,59500,1,1,2008,1,145,47.1,1.2,3
1717,4995,81000,1,2,2012,1,145,47.9,1.6,1
1718,8995,35000,1,1,2017,1,145,65.7,1.0,2
1719,11500,6273,0,1,2017,1,0,57.7,1.0,0
1720,10000,21780,1,1,2016,1,0,65.7,1.0,0
1721,14350,22862,1,0,2018,1,150,54.3,1.0,0
1722,8450,56022,1,2,2016,0,0,74.3,1.5,3
1723,8750,58665,1,2,2016,0,0,74.3,1.5,3
1724,13650,12561,1,1,2017,1,145,47.9,1.6,0
1725,8500,10745,1,1,2017,1,145,54.3,1.2,0
1726,7500,43573,1,1,2016,1,0,65.7,1.0,2
1727,9250,12072,1,1,2018,1,145,64.2,1.1,0
1728,21500,44482,1,2,2009,1,330,30.1,2.5,2
1729,7900,27786,1,1,2016,1,125,54.3,1.2,2
1730,11400,19344,1,1,2014,1,150,47.9,1.6,0
1731,495,177644,1,2,2003,1,200,41.5,1.6,1
1732,17000,2770,0,0,2018,1,150,48.7,1.0,0
1733,9000,11371,1,1,2018,1,150,64.2,1.1,0
1734,8000,14100,1,1,2015,1,0,65.7,1.0,0
1735,8950,26000,1,1,2017,1,0,65.7,1.0,2
1736,12950,27000,1,1,2017,1,150,47.9,1.6,2
1737,9450,10000,1,1,2018,1,150,64.2,1.1,0
1738,8900,46134,1,2,2017,1,145,60.1,1.0,2
1739,14400,27505,1,2,2016,0,20,67.3,2.0,2
1740,13450,15267,0,2,2018,0,145,64.2,2.0,0
1741,9500,32222,1,0,2017,0,30,64.2,1.5,2
1742,12999,15974,1,1,2017,1,145,47.9,1.6,0
1743,10300,15191,1,0,2017,0,30,64.2,1.5,0
1744,9000,22753,1,1,2017,1,150,64.2,1.1,0
1745,11200,20471,1,1,2018,1,150,65.7,1.0,0
1746,8150,36571,1,1,2014,1,0,65.7,1.0,2
1747,10000,30208,1,2,2016,1,20,60.1,1.0,2
1748,8000,9349,1,1,2016,1,125,54.3,1.2,0
1749,7000,56669,1,1,2014,1,0,65.7,1.0,3
1750,14750,6551,1,0,2018,1,145,54.3,1.0,0
1751,12995,33000,1,2,2015,0,20,67.3,2.0,2
1752,18000,18805,1,2,2017,1,150,41.5,2.0,0
1753,6400,74047,1,1,2014,1,20,62.8,1.0,1
1754,9700,29266,1,2,2017,1,145,60.1,1.0,2
1755,9500,32245,1,2,2015,1,20,60.1,1.0,2
1756,6500,57029,1,2,2013,1,30,56.5,1.0,3
1757,11500,12901,1,1,2017,1,150,65.7,1.0,0
1758,10750,25519,1,2,2017,0,145,74.3,1.5,2
1759,17500,7410,1,1,2019,1,150,40.3,1.5,0
1760,15750,12036,0,1,2018,1,150,48.7,1.0,0
1761,11500,735,1,1,2019,1,145,48.7,1.1,0
1762,13000,1334,1,1,2019,1,145,48.7,1.1,0
1763,9995,24664,1,2,2016,1,20,61.4,1.0,2
1764,5495,58400,1,1,2012,1,150,48.7,1.0,3
1765,13995,7452,1,1,2018,1,150,65.7,1.0,0
1766,4995,70000,1,2,2011,1,145,47.9,1.6,3
1767,10495,16000,1,0,2016,1,125,52.3,1.0,0
1768,9990,23700,0,2,2016,1,165,44.8,1.6,0
1769,11995,6654,1,2,2017,1,150,60.1,1.0,0
1770,13495,11139,1,2,2018,1,150,57.7,1.0,0
1771,7995,39094,1,2,2016,1,20,61.4,1.0,2
1772,12750,7269,1,1,2019,1,145,58.9,1.0,0
1773,2650,73206,1,1,2008,1,150,47.1,1.2,3
1774,5725,75100,1,1,2013,1,0,65.7,1.0,1
1775,5175,70000,1,2,2012,1,20,58.9,1.0,3
1776,4250,68000,1,1,2012,1,125,50.4,1.2,3
1777,11495,21000,0,2,2017,1,150,51.4,1.0,0
1778,15495,11041,1,2,2018,1,150,60.1,1.0,0
1779,15495,10561,1,2,2018,1,150,60.1,1.0,0
1780,8495,36346,1,1,2016,1,0,65.7,1.0,2
1781,8495,41966,1,1,2016,1,20,62.8,1.0,2
1782,8750,25624,0,1,2014,1,0,57.7,1.0,2
1783,12249,34812,0,1,2018,1,145,54.3,1.0,2
1784,10295,9600,1,1,2017,1,0,65.7,1.0,0
1785,12249,2131,1,1,2019,1,145,55.4,1.1,0
1786,5995,49971,1,1,2011,1,125,50.4,1.2,2
1787,10250,29320,0,2,2016,1,125,51.4,1.0,2
1788,9250,24614,1,2,2015,1,20,61.4,1.0,2
1789,5500,41698,1,1,2012,1,125,50.4,1.2,2
1790,11295,12674,0,1,2017,1,0,57.7,1.0,0
1791,16495,2210,0,1,2018,1,145,48.7,1.0,0
1792,18994,7,0,0,2019,1,145,45.6,1.0,0
1793,16899,11997,0,2,2019,1,145,74.3,1.5,0
1794,11295,10365,1,1,2018,1,145,58.9,1.0,0
1795,11494,32486,0,1,2018,1,145,54.3,1.0,2
1796,7785,7000,0,1,2013,1,145,47.9,1.6,0
1797,7195,70000,1,2,2015,0,0,74.3,1.5,3
1798,17494,5000,1,0,2019,1,145,51.4,1.0,0
1799,15395,18500,1,2,2018,1,145,60.1,1.0,0
1800,15695,3490,1,0,2019,1,145,53.3,1.0,0
1801,9000,34723,1,0,2017,1,125,53.3,1.0,2
1802,9295,14824,1,1,2017,1,0,65.7,1.0,0
1803,8895,33707,1,1,2017,1,0,65.7,1.0,2
1804,9295,10092,1,1,2016,1,0,65.7,1.0,0
1805,6999,38855,1,1,2015,1,125,54.3,1.2,2
1806,8999,39000,1,2,2016,0,0,74.3,1.5,2
1807,8999,55600,1,1,2016,1,0,65.7,1.0,3
1808,9999,26250,1,1,2017,1,150,65.7,1.0,2
1809,18999,20300,1,2,2018,1,150,41.5,2.0,0
1810,5999,62300,1,1,2012,1,0,65.7,1.0,3
1811,10999,16300,1,1,2017,1,150,65.7,1.0,0
1812,12995,2135,1,0,2018,1,145,54.3,1.0,0
1813,5295,54138,1,1,2013,1,30,54.3,1.2,3
1814,7795,22789,1,2,2012,1,30,55.4,1.0,0
1815,8495,18358,1,1,2014,1,0,65.7,1.0,0
1816,12295,16136,1,2,2018,1,145,60.1,1.0,0
1817,10495,31597,0,1,2017,1,0,57.7,1.0,2
1818,12295,15893,1,2,2018,1,145,60.1,1.0,0
1819,12295,25090,0,1,2018,1,150,54.3,1.0,2
1820,5795,69163,1,1,2013,1,0,65.7,1.0,3
1821,9995,8067,1,1,2016,1,20,62.8,1.0,0
1822,4795,54869,1,1,2010,1,150,48.7,1.6,3
1823,11495,58655,1,2,2015,0,20,67.3,2.0,3
1824,10995,34646,0,2,2016,1,150,46.3,1.5,2
1825,2998,94000,1,1,2010,1,125,50.4,1.2,1
1826,8795,8719,1,1,2017,1,125,54.3,1.2,0
1827,11295,9132,1,1,2018,1,145,58.9,1.0,0
1828,9695,25146,1,1,2016,1,0,65.7,1.0,2
1829,12145,2125,1,1,2018,1,145,58.9,1.0,0
1830,15295,14034,1,2,2018,1,145,58.9,1.0,0
1831,7000,47781,1,2,2013,1,30,56.5,1.0,2
1832,17295,431,0,1,2018,1,145,48.7,1.0,0
1833,14295,36970,1,2,2017,1,200,41.5,2.0,2
1834,1885,98213,1,2,2005,1,200,42.1,1.6,1
1835,3485,90000,1,2,2010,0,30,62.8,1.6,1
1836,3485,85049,1,2,2009,1,205,42.2,1.6,1
1837,4985,70000,0,1,2010,1,205,42.8,1.4,3
1838,15495,14298,1,2,2018,1,145,58.9,1.0,0
1839,14450,20850,0,2,2019,1,145,50.4,1.0,0
1840,3690,80000,1,2,2009,0,150,54.3,1.8,1
1841,6490,48000,1,2,2012,1,30,56.5,1.0,2
1842,6995,35000,1,2,2013,1,20,58.9,1.0,2
1843,6995,39000,0,1,2013,1,145,47.9,1.6,2
1844,5495,59000,0,1,2010,1,200,43.4,1.4,3
1845,7995,31000,1,1,2016,1,0,65.7,1.0,2
1846,1995,43000,1,1,2000,1,160,41.5,1.3,2
1847,7500,30762,1,1,2016,1,0,65.7,1.0,2
1848,4150,73790,1,1,2011,1,125,50.4,1.2,3
1849,4490,70000,1,1,2011,0,20,68.9,1.4,3
1850,4690,79000,1,2,2010,0,30,62.8,1.6,1
1851,6750,70000,1,2,2013,0,125,56.5,2.0,3
1852,11750,8538,1,1,2018,1,150,64.2,1.0,0
1853,10895,32074,0,1,2018,1,145,54.3,1.0,2
1854,10495,31658,1,1,2018,1,145,65.7,1.0,2
1855,9100,29396,1,1,2017,1,145,65.7,1.0,2
1856,12695,3937,1,2,2017,1,20,60.1,1.0,0
1857,19000,25,1,0,2020,1,150,51.4,1.0,0
1858,12695,13305,0,1,2017,1,145,54.3,1.0,0
1859,11495,25670,0,1,2018,1,150,54.3,1.0,2
1860,2950,70000,1,1,2010,0,20,67.3,1.4,3
1861,3495,102000,1,2,2011,0,30,62.8,1.6,1
1862,12250,17133,0,1,2017,1,145,54.3,1.0,0
1863,9695,16110,1,1,2018,1,145,55.4,1.1,0
1864,11000,23500,1,2,2017,1,150,60.1,1.0,0
1865,13500,11382,1,2,2018,1,145,57.7,1.0,0
1866,9495,30600,0,1,2017,1,0,57.7,1.0,2
1867,9999,34300,1,1,2016,1,0,65.7,1.0,2
1868,8499,47000,1,1,2017,1,150,54.3,1.2,2
1869,6999,50000,1,1,2014,1,0,65.7,1.0,2
1870,7499,35000,1,1,2016,0,0,78.5,1.5,2
1871,19000,16000,1,2,2018,1,150,41.5,2.0,0
1872,8990,25655,1,1,2017,1,150,65.7,1.0,2
1873,5395,44000,1,1,2011,1,125,50.4,1.2,2
1874,7390,17014,1,1,2014,1,0,65.7,1.0,0
1875,5490,68274,1,2,2011,1,145,47.9,1.6,3
1876,6995,32000,1,1,2016,1,20,62.8,1.0,2
1877,6995,33000,1,1,2016,1,20,62.8,1.0,2
1878,7495,24000,1,1,2015,1,145,47.9,1.6,2
1879,9995,51000,1,2,2017,0,150,74.3,1.5,2
1880,8995,22000,1,1,2017,1,145,47.9,1.6,0
1881,10490,37000,1,2,2017,0,150,74.3,1.5,2
1882,8490,55000,1,1,2014,1,150,47.9,1.6,3
1883,6495,52871,1,2,2014,1,20,58.9,1.0,3
1884,2750,98000,1,1,2009,1,145,49.6,1.2,1
1885,2175,95000,1,1,2008,1,160,45.6,1.4,1
1886,2250,61000,1,1,2008,1,145,47.1,1.2,3
1887,1999,90000,1,1,2008,1,160,45.6,1.4,1
